combo;band1;band2;band3;band4;band5;band6;class1;class2;class3;class4;class5;class6;mimo1;mimo2;mimo3;mimo4;mimo5;mimo6;ul1;ul2;ul3;ul4;ul5;ul6;ULmimo1;ULmimo2;ULmimo3;ULmimo4;ULmimo5;ULmimo6;DLmod1;DLmod2;DLmod3;DLmod4;DLmod5;DLmod6;ULmod1;ULmod2;ULmod3;ULmod4;ULmod5;ULmod6;bcs
41A4A-39C4;41;39;;;;;A;C;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-39C4C;41;39;;;;;A;C;;;;;4;4;;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-39C4A;41;39;;;;;A;C;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-39A4A;41;39;;;;;A;A;;;;;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
41A4A-39A4;41;39;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-39A4A;41;39;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4C-28A2-3A4;41;28;3;;;;C;A;A;;;;4;2;4;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4A-28A2-3A4;41;28;3;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4-28A2A-3A4;41;28;3;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4-28A2-3A4A;41;28;3;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41A4A-28A2-3A4;41;28;3;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-28A2A-3A4;41;28;3;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-28A2-3A4A;41;28;3;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41C4C-28A2;41;28;;;;;C;A;;;;;4;2;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4A-28A2;41;28;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4-28A2A;41;28;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-28A2;41;28;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-28A2A;41;28;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4-26A2A-25A4;41;26;25;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4-26A2-25A4A;41;26;25;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41A4-26A2A-25A4;41;26;25;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-26A2-25A4A;41;26;25;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41C4C-26A2;41;26;;;;;C;A;;;;;4;2;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4A-26A2;41;26;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4-26A2A;41;26;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-26A2;41;26;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-26A2A;41;26;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41D4-25A4A-25A4;41;25;25;;;;D;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4-25A4A-25A4;41;25;25;;;;C;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-25A4A-25A4;41;25;25;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41E4-25A4A;41;25;;;;;E;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41D4-25A4A;41;25;;;;;D;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4-25A4A;41;25;;;;;C;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-25A4A;41;25;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4A-11A2;41;11;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4-11A2A;41;11;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;
41A4A-11A2;41;11;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-11A2A;41;11;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;
41D4A-8A2;41;8;;;;;D;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41D4-8A2A;41;8;;;;;D;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4C-8A2;41;8;;;;;C;A;;;;;4;2;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4A-8A2;41;8;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4-8A2A;41;8;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-8B2;41;8;;;;;A;B;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-8B2A;41;8;;;;;A;B;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-8A2;41;8;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-8A2A;41;8;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-5A2-3A4;41;5;3;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-5A2A-3A4;41;5;3;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-5A2-3A4A;41;5;3;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41A4A-5A2;41;5;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-5A2A;41;5;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-3A4-3A4;41;3;3;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-3A4A-3A4;41;3;3;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4-3A4A-1A4;41;3;1;;;;C;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4-3A4-1A4A;41;3;1;;;;C;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41A4-3C4A-1A4;41;3;1;;;;A;C;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-3C4-1A4A;41;3;1;;;;A;C;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41A4-3A4A-1C4;41;3;1;;;;A;A;C;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-3A4-1C4A;41;3;1;;;;A;A;C;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41A4-3A4A-1A4;41;3;1;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-3A4-1A4A;41;3;1;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
41D4A-3A4;41;3;;;;;D;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41D4-3A4A;41;3;;;;;D;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4A-3C4;41;3;;;;;C;C;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4-3C4A;41;3;;;;;C;C;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4C-3A4;41;3;;;;;C;A;;;;;4;4;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4A-3A4;41;3;;;;;C;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4-3A4A;41;3;;;;;C;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-3C4;41;3;;;;;A;C;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-3C4A;41;3;;;;;A;C;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4A-3A4;41;3;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4-3A4A;41;3;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41C4-1A4A;41;1;;;;;C;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-1C4A;41;1;;;;;A;C;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41A4-1A4A;41;1;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
41E4C;41;;;;;;E;;;;;;4;;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41E4A;41;;;;;;E;;;;;;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41D4C;41;;;;;;D;;;;;;4;;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41D4A;41;;;;;;D;;;;;;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4C;41;;;;;;C;;;;;;4;;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41C4A;41;;;;;;C;;;;;;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
41A4A;41;;;;;;A;;;;;;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-40A4-5A2-3A4A;40;40;5;3;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40A4A-40A4-5A2;40;40;5;;;;A;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-40A4-5A2A;40;40;5;;;;A;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-40A4-3A4A;40;40;3;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4A-40C4;40;40;;;;;C;C;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4C-40A4;40;40;;;;;C;A;;;;;4;4;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4A-40A4;40;40;;;;;C;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-40A4A;40;40;;;;;C;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4A-40A4;40;40;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-38A4-20A2A;40;38;20;;;;C;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-38A4-20A2A;40;38;20;;;;A;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4A-38A4;40;38;;;;;C;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-38A4A;40;38;;;;;C;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4A-38A4;40;38;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-38A4A;40;38;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-28A2A-7A4-3A4;40;28;7;3;;;C;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-28A2-7A4A-3A4;40;28;7;3;;;C;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4-28A2-7A4-3A4A;40;28;7;3;;;C;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40A4-28A2A-7A4-3A4;40;28;7;3;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-28A2-7A4A-3A4;40;28;7;3;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-28A2-7A4-3A4A;40;28;7;3;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40C4A-28A2-7A4;40;28;7;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-28A2A-7A4;40;28;7;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-28A2-7A4A;40;28;7;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4A-28A2-7A4;40;28;7;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-28A2A-7A4;40;28;7;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-28A2-7A4A;40;28;7;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4A-28A2-3A4-1A4;40;28;3;1;;;C;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-28A2A-3A4-1A4;40;28;3;1;;;C;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-28A2-3A4A-1A4;40;28;3;1;;;C;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4-28A2-3A4-1A4A;40;28;3;1;;;C;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40A4A-28A2-3A4-1A4;40;28;3;1;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-28A2A-3A4-1A4;40;28;3;1;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-28A2-3A4A-1A4;40;28;3;1;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-28A2-3A4-1A4A;40;28;3;1;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40D4-28A2A-3A4;40;28;3;;;;D;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40D4-28A2-3A4A;40;28;3;;;;D;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4A-28A2-3A4;40;28;3;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-28A2A-3A4;40;28;3;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-28A2-3A4A;40;28;3;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4A-28A2-3A4;40;28;3;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-28A2A-3A4;40;28;3;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-28A2-3A4A;40;28;3;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4A-28A2-1A4;40;28;1;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-28A2A-1A4;40;28;1;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-28A2-1A4A;40;28;1;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4A-28A2-1A4;40;28;1;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-28A2A-1A4;40;28;1;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-28A2-1A4A;40;28;1;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40D4A-28A2;40;28;;;;;D;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40D4-28A2A;40;28;;;;;D;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4A-28A2;40;28;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-28A2A;40;28;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4A-28A2;40;28;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-28A2A;40;28;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4A-20A2;40;20;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-20A2A;40;20;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4A-20A2;40;20;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-20A2A;40;20;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4A-8A2-7A4-3A4;40;8;7;3;;;C;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-8A2A-7A4-3A4;40;8;7;3;;;C;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-8A2-7A4A-3A4;40;8;7;3;;;C;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4-8A2-7A4-3A4A;40;8;7;3;;;C;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40A4A-8A2-7A4-3A4;40;8;7;3;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-8A2A-7A4-3A4;40;8;7;3;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-8A2-7A4A-3A4;40;8;7;3;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-8A2-7A4-3A4A;40;8;7;3;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40C4-8A2A-7A4-1A4;40;8;7;1;;;C;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-8A2-7A4A-1A4;40;8;7;1;;;C;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4-8A2-7A4-1A4A;40;8;7;1;;;C;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40A4-8A2A-7A4-1A4;40;8;7;1;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-8A2-7A4A-1A4;40;8;7;1;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-8A2-7A4-1A4A;40;8;7;1;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40C4A-8A2-7A4;40;8;7;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-8A2A-7A4;40;8;7;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-8A2-7A4A;40;8;7;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4A-8A2-7A4;40;8;7;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-8A2A-7A4;40;8;7;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-8A2-7A4A;40;8;7;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-8A2A-3A4A-1A4;40;8;3;1;;;A;A;A;A;;;4;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
40A4-8A2A-3A4-1A4A;40;8;3;1;;;A;A;A;A;;;4;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;
40A4-8A2A-3A4-1A4;40;8;3;1;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-8A2-3A4A-1A4A;40;8;3;1;;;A;A;A;A;;;4;2;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;
40A4-8A2-3A4A-1A4;40;8;3;1;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-8A2-3A4-1A4A;40;8;3;1;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40C4A-8A2-3A4;40;8;3;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-8A2A-3A4;40;8;3;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-8A2-3A4A;40;8;3;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4A-8A2-3A4;40;8;3;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-8A2A-3A4A;40;8;3;;;;A;A;A;;;;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
40A4-8A2A-3A4;40;8;3;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-8A2-3A4A;40;8;3;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4-8A2A-1A4;40;8;1;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-8A2-1A4A;40;8;1;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-8A2A-1A4A;40;8;1;;;;A;A;A;;;;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
40A4-8A2A-1A4;40;8;1;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-8A2-1A4A;40;8;1;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4A-8A2;40;8;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-8A2A;40;8;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4A-8A2;40;8;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-8A2A;40;8;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-7A4A-3A4-1A4;40;7;3;1;;;C;A;A;A;;;4;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-7A4-3A4A-1A4;40;7;3;1;;;C;A;A;A;;;4;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4-7A4-3A4-1A4A;40;7;3;1;;;C;A;A;A;;;4;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40A4-7A4A-3A4-1A4;40;7;3;1;;;A;A;A;A;;;4;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-7A4-3A4A-1A4;40;7;3;1;;;A;A;A;A;;;4;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-7A4-3A4-1A4A;40;7;3;1;;;A;A;A;A;;;4;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
40C4A-7A4-3A4;40;7;3;;;;C;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40C4-7A4A-3A4;40;7;3;;;;C;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-7A4-3A4A;40;7;3;;;;C;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4A-7A4-3A4;40;7;3;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
40A4-7A4A-3A4;40;7;3;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-7A4-3A4A;40;7;3;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40C4-7A4A-1A4;40;7;1;;;;C;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40C4-7A4-1A4A;40;7;1;;;;C;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40A4-7A4A-1A4;40;7;1;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
40A4-7A4-1A4A;40;7;1;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
40E4-7A2A;40;7;;;;;E;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
