combo;band1;band2;band3;band4;band5;band6;class1;class2;class3;class4;class5;class6;mimo1;mimo2;mimo3;mimo4;mimo5;mimo6;ul1;ul2;ul3;ul4;ul5;ul6;ULmimo1;ULmimo2;ULmimo3;ULmimo4;ULmimo5;ULmimo6;DLmod1;DLmod2;DLmod3;DLmod4;DLmod5;DLmod6;ULmod1;ULmod2;ULmod3;ULmod4;ULmod5;ULmod6;bcs
66A4A-30A4-12A2-2A4A;66;30;12;2;;;A;A;A;A;;;4;4;2;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
66A4A-30A4-12A2-2A4;66;30;12;2;;;A;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-12A2-2A4;66;30;12;2;;;A;A;A;A;;;4;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-12A2A-2A4A;66;30;12;2;;;A;A;A;A;;;4;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;
66A4-30A4-12A2A-2A4;66;30;12;2;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-30A4-12A2-2A4A;66;30;12;2;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-30A4-12A2A;66;30;12;;;;A;A;A;;;;4;4;2;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
66A4A-30A4-12A2;66;30;12;;;;A;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-12A2;66;30;12;;;;A;A;A;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-12A2A;66;30;12;;;;A;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-30A4-5A2-2A4A-2A4;66;30;5;2;2;;A;A;A;A;A;;4;4;2;4;4;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
66A4A-30A4-5A2-2A4-2A4;66;30;5;2;2;;A;A;A;A;A;;4;4;2;4;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-5A2-2A4-2A4;66;30;5;2;2;;A;A;A;A;A;;4;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-5A2A-2A4-2A4;66;30;5;2;2;;A;A;A;A;A;;4;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-30A4-5A2-2A4A-2A4;66;30;5;2;2;;A;A;A;A;A;;4;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-30A4-5B2-2A4;66;30;5;2;;;A;A;B;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-5B2-2A4;66;30;5;2;;;A;A;B;A;;;4;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-5B2A-2A4;66;30;5;2;;;A;A;B;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-30A4-5B2-2A4A;66;30;5;2;;;A;A;B;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-30A4-5A2-2A4A;66;30;5;2;;;A;A;A;A;;;4;4;2;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
66A4A-30A4-5A2-2A4;66;30;5;2;;;A;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-5A2-2A4;66;30;5;2;;;A;A;A;A;;;4;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-5A2A-2A4;66;30;5;2;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-30A4-5A2-2A4A;66;30;5;2;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-30A4-5B2;66;30;5;;;;A;A;B;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-5B2;66;30;5;;;;A;A;B;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-5B2A;66;30;5;;;;A;A;B;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-30A4-5A2;66;30;5;;;;A;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-5A2;66;30;5;;;;A;A;A;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-5A2A;66;30;5;;;;A;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-30A4-2A4A-2A4;66;30;2;2;;;A;A;A;A;;;4;4;4;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
66A4A-30A4-2A4-2A4;66;30;2;2;;;A;A;A;A;;;4;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-2A4-2A4;66;30;2;2;;;A;A;A;A;;;4;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-2A4A-2A4;66;30;2;2;;;A;A;A;A;;;4;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-30A4-2A4A;66;30;2;;;;A;A;A;;;;4;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
66A4A-30A4-2A4;66;30;2;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A-2A4;66;30;2;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-30A4-2A4A;66;30;2;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-30A4;66;30;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-30A4A;66;30;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-29A2-7A4-7A4-2A4;66;29;7;7;2;;A;A;A;A;A;;4;2;4;4;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-29A2-7A4A-7A4-2A4;66;29;7;7;2;;A;A;A;A;A;;4;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-29A2-7A4-7A4-2A4A;66;29;7;7;2;;A;A;A;A;A;;4;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;
66A4A-29A2-7A4-7A4;66;29;7;7;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-29A2-7A4A-7A4;66;29;7;7;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-29A2-7C4-2A4;66;29;7;2;;;A;A;C;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-29A2-7C4C-2A4;66;29;7;2;;;A;A;C;A;;;4;2;4;4;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-29A2-7C4A-2A4;66;29;7;2;;;A;A;C;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-29A2-7C4-2A4A;66;29;7;2;;;A;A;C;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-29A2-7A4-2A4;66;29;7;2;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-29A2-7A4A-2A4;66;29;7;2;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-29A2-7A4-2A4A;66;29;7;2;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-29A2-7C4;66;29;7;;;;A;A;C;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-29A2-7C4C;66;29;7;;;;A;A;C;;;;4;2;4;;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-29A2-7C4A;66;29;7;;;;A;A;C;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-29A2-7A4;66;29;7;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-29A2-7A4A;66;29;7;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-29A2-2A4;66;29;2;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-29A2-2A4A;66;29;2;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-29A2;66;29;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4A-14A2-2A4-2A4;66;14;2;2;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-14A2A-2A4-2A4;66;14;2;2;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-14A2-2A4A-2A4;66;14;2;2;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-14A2-2A4;66;14;2;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-14A2A-2A4;66;14;2;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-14A2-2A4A;66;14;2;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-14A2;66;14;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-14A2A;66;14;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4A-13A2-2A4-2A4;66;13;2;2;;;B;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-13A2A-2A4-2A4;66;13;2;2;;;B;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4-13A2-2A4A-2A4;66;13;2;2;;;B;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-13A2-2A4-2A4;66;13;2;2;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-13A2A-2A4-2A4;66;13;2;2;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-13A2-2A4A-2A4;66;13;2;2;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66D4A-13A2-2A4;66;13;2;;;;D;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66D4-13A2A-2A4;66;13;2;;;;D;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66D4-13A2-2A4A;66;13;2;;;;D;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66C4A-13A2-2A4;66;13;2;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-13A2A-2A4;66;13;2;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4-13A2-2A4A;66;13;2;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66B4A-13A2-2A4;66;13;2;;;;B;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-13A2A-2A4;66;13;2;;;;B;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4-13A2-2A4A;66;13;2;;;;B;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-13A2A-2A4;66;13;2;;;;A;A;A;;;;4;2;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
66A4A-13A2-2A4;66;13;2;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-13A2A-2A4A;66;13;2;;;;A;A;A;;;;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
66A4-13A2A-2A4;66;13;2;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-13A2-2A4A;66;13;2;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66D4A-13A2;66;13;;;;;D;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66D4-13A2A;66;13;;;;;D;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4A-13A2;66;13;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-13A2A;66;13;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4A-13A2;66;13;;;;;B;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-13A2A;66;13;;;;;B;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-13A2A;66;13;;;;;A;A;;;;;4;2;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
66A4A-13A2;66;13;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-13A2A;66;13;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-12A2-7A4-2A2-2A2;66;12;7;2;2;;A;A;A;A;A;;4;2;4;2;2;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4A-12A2-7A2-2A4-2A2;66;12;7;2;2;;A;A;A;A;A;;4;2;2;4;2;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A2A-12A2-7A4-2A4-2A2;66;12;7;2;2;;A;A;A;A;A;;2;2;4;4;2;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A2A-12A2-7A2-2A4-2A4;66;12;7;2;2;;A;A;A;A;A;;2;2;2;4;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A-7A4-2A2-2A2;66;12;7;2;2;;A;A;A;A;A;;4;2;4;2;2;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2A-7A2-2A4-2A2;66;12;7;2;2;;A;A;A;A;A;;4;2;2;4;2;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A2-12A2A-7A4-2A4-2A2;66;12;7;2;2;;A;A;A;A;A;;2;2;4;4;2;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A2-12A2A-7A2-2A4-2A4;66;12;7;2;2;;A;A;A;A;A;;2;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2-7A4A-2A2-2A2;66;12;7;2;2;;A;A;A;A;A;;4;2;4;2;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-12A2-7A2A-2A4-2A2;66;12;7;2;2;;A;A;A;A;A;;4;2;2;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A2-12A2-7A4A-2A4-2A2;66;12;7;2;2;;A;A;A;A;A;;2;2;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A2-12A2-7A2A-2A4-2A4;66;12;7;2;2;;A;A;A;A;A;;2;2;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-12A2-7A4-2A2A-2A2;66;12;7;2;2;;A;A;A;A;A;;4;2;4;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4-12A2-7A2-2A4A-2A2;66;12;7;2;2;;A;A;A;A;A;;4;2;2;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4-12A2-7A2-2A2A-2A4;66;12;7;2;2;;A;A;A;A;A;;4;2;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A2-12A2-7A4-2A4A-2A2;66;12;7;2;2;;A;A;A;A;A;;2;2;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A2-12A2-7A4-2A2A-2A4;66;12;7;2;2;;A;A;A;A;A;;2;2;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A2-12A2-7A2-2A4A-2A4;66;12;7;2;2;;A;A;A;A;A;;2;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-12B2-7A4-2A4;66;12;7;2;;;A;B;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12B2A-7A4-2A4;66;12;7;2;;;A;B;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12B2-7A4A-2A4;66;12;7;2;;;A;B;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-12B2-7A4-2A4A;66;12;7;2;;;A;B;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-12A2-7A4-2A4;66;12;7;2;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A-7A4-2A4;66;12;7;2;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2-7A4A-2A4;66;12;7;2;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-12A2-7A4-2A4A;66;12;7;2;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-12B2-7A4;66;12;7;;;;A;B;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12B2A-7A4;66;12;7;;;;A;B;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12B2-7A4A;66;12;7;;;;A;B;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-12A2-7A4;66;12;7;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A-7A4;66;12;7;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2-7A4A;66;12;7;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-12A2-5A2-2A4-2A2;66;12;5;2;2;;A;A;A;A;A;;4;2;2;4;2;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A2A-12A2-5A2-2A4-2A4;66;12;5;2;2;;A;A;A;A;A;;2;2;2;4;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A-5A2-2A4-2A2;66;12;5;2;2;;A;A;A;A;A;;4;2;2;4;2;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A2-12A2A-5A2-2A4-2A4;66;12;5;2;2;;A;A;A;A;A;;2;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2-5A2A-2A4-2A2;66;12;5;2;2;;A;A;A;A;A;;4;2;2;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A2-12A2-5A2A-2A4-2A4;66;12;5;2;2;;A;A;A;A;A;;2;2;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-12A2-5A2-2A4A-2A2;66;12;5;2;2;;A;A;A;A;A;;4;2;2;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4-12A2-5A2-2A2A-2A4;66;12;5;2;2;;A;A;A;A;A;;4;2;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A2-12A2-5A2-2A4A-2A4;66;12;5;2;2;;A;A;A;A;A;;2;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-12A2-5A2-2A4;66;12;5;2;;;A;A;A;A;;;4;2;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A-5A2-2A4;66;12;5;2;;;A;A;A;A;;;4;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2-5A2A-2A4;66;12;5;2;;;A;A;A;A;;;4;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-12A2-5A2-2A4A;66;12;5;2;;;A;A;A;A;;;4;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-12A2-5A2;66;12;5;;;;A;A;A;;;;4;2;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A-5A2;66;12;5;;;;A;A;A;;;;4;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2-5A2A;66;12;5;;;;A;A;A;;;;4;2;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-12B2-2A4-2A4;66;12;2;2;;;A;B;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12B2A-2A4-2A4;66;12;2;2;;;A;B;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12B2-2A4A-2A4;66;12;2;2;;;A;B;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-12A2-2A4A-2A4;66;12;2;2;;;A;A;A;A;;;4;2;4;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
66A4A-12A2-2A4-2A4;66;12;2;2;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A-2A4A-2A4;66;12;2;2;;;A;A;A;A;;;4;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
66A4-12A2A-2A4-2A4;66;12;2;2;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2-2A4A-2A4;66;12;2;2;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66C4A-12A2-2A4;66;12;2;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-12A2A-2A4;66;12;2;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4-12A2-2A4A;66;12;2;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-12B2-2A4;66;12;2;;;;A;B;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12B2A-2A4;66;12;2;;;;A;B;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12B2-2A4A;66;12;2;;;;A;B;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-12A2A-2A4;66;12;2;;;;A;A;A;;;;4;2;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
66A4A-12A2-2A4A;66;12;2;;;;A;A;A;;;;4;2;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
66A4A-12A2-2A4;66;12;2;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A-2A4A;66;12;2;;;;A;A;A;;;;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
66A4-12A2A-2A4;66;12;2;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-12A2-2A4A;66;12;2;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66C4A-12A2;66;12;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-12A2A;66;12;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-12B2;66;12;;;;;A;B;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12B2A;66;12;;;;;A;B;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-12A2A;66;12;;;;;A;A;;;;;4;2;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
66A4A-12A2;66;12;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-12A2A;66;12;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-7A4-7A4-2A4;66;7;7;2;;;A;A;A;A;;;4;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7A4A-7A4-2A4;66;7;7;2;;;A;A;A;A;;;4;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7A4-7A4-2A4A;66;7;7;2;;;A;A;A;A;;;4;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66A4A-7A4-7A4;66;7;7;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7A4A-7A4;66;7;7;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-7C4-5A2;66;7;5;;;;A;C;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7C4A-5A2;66;7;5;;;;A;C;A;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7C4-5A2A;66;7;5;;;;A;C;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-7A4-5A2;66;7;5;;;;A;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7A4A-5A2;66;7;5;;;;A;A;A;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7A4-5A2A;66;7;5;;;;A;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-7A4-2A4-2A2;66;7;2;2;;;A;A;A;A;;;4;4;4;2;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
