combo;DL1;DL2;DL3;DL4;DL5;UL1;MOD UL1;NR DL1;NR BW1;NR SCS1;NR DL2;NR BW2;NR SCS2;NR DL3;NR BW3;NR SCS3;NR DL4;NR BW4;NR SCS4;NR DL5;NR BW5;NR SCS5;NR DL6;NR BW6;NR SCS6;NR DL7;NR BW7;NR SCS7;NR DL8;NR BW8;NR SCS8;NR UL1;NR UL MOD1;mimo DL1;mimo DL2;mimo DL3;mimo DL4;mimo DL5;mimo NR DL1;mimo NR DL2;mimo NR DL3;mimo NR DL4;mimo NR DL5;mimo NR DL6;mimo NR DL7;mimo NR DL8;mimo LTE UL1;mimo NR UL1;BCS NR;BCS LTE;BCS intraENDC
4A4A_n260O2O2-n260O2-n260A2-n260A2-n260A2-n260A2;4A;;;;;4A;256qam;260O;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;2;;;1;2;;;
4A4A_n260O2-n260O2-n260A2A2-n260A2-n260A2-n260A2;4A;;;;;4A;256qam;260O;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;260A;256qam;4;;;;;2;2;2;2;2;2;;;1;2;;;
4A4A_n260G2G2-n260G2-n260A2-n260A2-n260A2-n260A2;4A;;;;;4A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;260G;256qam;4;;;;;2;2;2;2;2;2;;;1;2;;;
4A4A_n260G2-n260G2-n260A2A2-n260A2-n260A2-n260A2;4A;;;;;4A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;260A;256qam;4;;;;;2;2;2;2;2;2;;;1;2;;;
2A4A_n260O2O2-n260O2-n260A2-n260A2-n260A2-n260A2;2A;;;;;2A;256qam;260O;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;2;;;1;2;;;
2A4A_n260O2-n260O2-n260A2A2-n260A2-n260A2-n260A2;2A;;;;;2A;256qam;260O;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;260A;256qam;4;;;;;2;2;2;2;2;2;;;1;2;;;
66A4A_n260P2O2-n260O2-n260A2-n260A2-n260A2;66A;;;;;66A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
66A4A_n260P2-n260O2O2-n260A2-n260A2-n260A2;66A;;;;;66A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
66A4A_n260P2-n260O2-n260A2A2-n260A2-n260A2;66A;;;;;66A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
66A4A_n260O2O2-n260O2-n260O2-n260A2-n260A2;66A;;;;;66A;256qam;260O;100;120;260O;100;120;260O;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
66A4A_n260O2-n260O2-n260O2-n260A2A2-n260A2;66A;;;;;66A;256qam;260O;100;120;260O;100;120;260O;100;120;260A;100;120;260A;100;120;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
13A2A_n260P2O2-n260O2-n260A2-n260A2-n260A2;13A;;;;;13A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;2;;;;;2;2;2;2;2;;;;1;2;;;
13A2A_n260P2-n260O2O2-n260A2-n260A2-n260A2;13A;;;;;13A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;2;;;;;2;2;2;2;2;;;;1;2;;;
13A2A_n260P2-n260O2-n260A2A2-n260A2-n260A2;13A;;;;;13A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260A;256qam;2;;;;;2;2;2;2;2;;;;1;2;;;
5A2A_n260P2O2-n260O2-n260A2-n260A2-n260A2;5A;;;;;5A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;2;;;;;2;2;2;2;2;;;;1;2;;;
5A2A_n260P2-n260O2O2-n260A2-n260A2-n260A2;5A;;;;;5A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;2;;;;;2;2;2;2;2;;;;1;2;;;
5A2A_n260P2-n260O2-n260A2A2-n260A2-n260A2;5A;;;;;5A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260A;256qam;2;;;;;2;2;2;2;2;;;;1;2;;;
5A2A_n260O2O2-n260O2-n260O2-n260A2-n260A2;5A;;;;;5A;256qam;260O;100;120;260O;100;120;260O;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;2;;;;;2;2;2;2;2;;;;1;2;;;
5A2A_n260O2-n260O2-n260O2-n260A2A2-n260A2;5A;;;;;5A;256qam;260O;100;120;260O;100;120;260O;100;120;260A;100;120;260A;100;120;;;;;;;;;;260A;256qam;2;;;;;2;2;2;2;2;;;;1;2;;;
4A4A_n260P2O2-n260O2-n260A2-n260A2-n260A2;4A;;;;;4A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
4A4A_n260P2-n260O2O2-n260A2-n260A2-n260A2;4A;;;;;4A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
4A4A_n260P2-n260O2-n260A2A2-n260A2-n260A2;4A;;;;;4A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
4A4A_n260O2O2-n260O2-n260O2-n260A2-n260A2;4A;;;;;4A;256qam;260O;100;120;260O;100;120;260O;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
4A4A_n260O2-n260O2-n260O2-n260A2A2-n260A2;4A;;;;;4A;256qam;260O;100;120;260O;100;120;260O;100;120;260A;100;120;260A;100;120;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
2A4A_n260P2O2-n260O2-n260A2-n260A2-n260A2;2A;;;;;2A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
2A4A_n260P2-n260O2O2-n260A2-n260A2-n260A2;2A;;;;;2A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
2A4A_n260P2-n260O2-n260A2A2-n260A2-n260A2;2A;;;;;2A;256qam;260P;100;120;260O;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;2;;;;1;2;;;
66A4A-66A2-13A2_n260G2G2-n260G2-n260A2-n260A2;66A;66A;13A;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A2A-66A4-13A2_n260G2G2-n260G2-n260A2-n260A2;66A;66A;13A;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;2;4;2;;;2;2;2;2;;;;;1;2;;;
66A4-66A2-13A2A_n260G2G2-n260G2-n260A2-n260A2;66A;66A;13A;;;13A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A4A-66A2-13A2_n260G2-n260G2-n260A2A2-n260A2;66A;66A;13A;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A2A-66A4-13A2_n260G2-n260G2-n260A2A2-n260A2;66A;66A;13A;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;2;4;2;;;2;2;2;2;;;;;1;2;;;
66A4-66A2-13A2A_n260G2-n260G2-n260A2A2-n260A2;66A;66A;13A;;;13A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A4A-66A4-13A2_n260A2A2-n260A2-n260A2-n260A2;66A;66A;13A;;;66A;256qam;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;4;2;;;2;2;2;2;;;;;1;2;;;
66A4-66A4-13A2A_n260A2A2-n260A2-n260A2-n260A2;66A;66A;13A;;;13A;256qam;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;4;2;;;2;2;2;2;;;;;1;2;;;
66A4A-66A4_n260G2G2-n260G2-n260A2-n260A2;66A;66A;;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;4;;;;2;2;2;2;;;;;1;2;;;
66A4A-66A4_n260G2-n260G2-n260A2A2-n260A2;66A;66A;;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;4;;;;2;2;2;2;;;;;1;2;;;
66A4A-13A2-2A2_n260G2G2-n260G2-n260A2-n260A2;66A;13A;2A;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A2A-13A2-2A4_n260G2G2-n260G2-n260A2-n260A2;66A;13A;2A;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;2;2;4;;;2;2;2;2;;;;;1;2;;;
66A4-13A2A-2A2_n260G2G2-n260G2-n260A2-n260A2;66A;13A;2A;;;13A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A2-13A2A-2A4_n260G2G2-n260G2-n260A2-n260A2;66A;13A;2A;;;13A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;2;2;4;;;2;2;2;2;;;;;1;2;;;
66A4-13A2-2A2A_n260G2G2-n260G2-n260A2-n260A2;66A;13A;2A;;;2A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A2-13A2-2A4A_n260G2G2-n260G2-n260A2-n260A2;66A;13A;2A;;;2A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;2;2;4;;;2;2;2;2;;;;;1;2;;;
66A4A-13A2-2A2_n260G2-n260G2-n260A2A2-n260A2;66A;13A;2A;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A2A-13A2-2A4_n260G2-n260G2-n260A2A2-n260A2;66A;13A;2A;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;2;2;4;;;2;2;2;2;;;;;1;2;;;
66A4-13A2A-2A2_n260G2-n260G2-n260A2A2-n260A2;66A;13A;2A;;;13A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A2-13A2A-2A4_n260G2-n260G2-n260A2A2-n260A2;66A;13A;2A;;;13A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;2;2;4;;;2;2;2;2;;;;;1;2;;;
66A4-13A2-2A2A_n260G2-n260G2-n260A2A2-n260A2;66A;13A;2A;;;2A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;2;2;;;2;2;2;2;;;;;1;2;;;
66A2-13A2-2A4A_n260G2-n260G2-n260A2A2-n260A2;66A;13A;2A;;;2A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;2;2;4;;;2;2;2;2;;;;;1;2;;;
66A4A-13A2-2A4_n260A2A2-n260A2-n260A2-n260A2;66A;13A;2A;;;66A;256qam;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;2;4;;;2;2;2;2;;;;;1;2;;;
66A4-13A2A-2A4_n260A2A2-n260A2-n260A2-n260A2;66A;13A;2A;;;13A;256qam;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;2;4;;;2;2;2;2;;;;;1;2;;;
66A4-13A2-2A4A_n260A2A2-n260A2-n260A2-n260A2;66A;13A;2A;;;2A;256qam;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;2;4;;;2;2;2;2;;;;;1;2;;;
66A4A-2A4_n260G2G2-n260G2-n260A2-n260A2;66A;2A;;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;4;;;;2;2;2;2;;;;;1;2;;;
66A4-2A4A_n260G2G2-n260G2-n260A2-n260A2;66A;2A;;;;2A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;4;;;;2;2;2;2;;;;;1;2;;;
66A4A-2A4_n260G2-n260G2-n260A2A2-n260A2;66A;2A;;;;66A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;4;;;;2;2;2;2;;;;;1;2;;;
66A4-2A4A_n260G2-n260G2-n260A2A2-n260A2;66A;2A;;;;2A;256qam;260G;100;120;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;4;;;;2;2;2;2;;;;;1;2;;;
66A4A_n260O2O2-n260O2-n260O2-n260O2;66A;;;;;66A;256qam;260O;100;120;260O;100;120;260O;100;120;260O;100;120;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
66A4A_n260H2G2-n260H2-n260A2-n260A2;66A;;;;;66A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
66A4A_n260H2-n260H2-n260A2A2-n260A2;66A;;;;;66A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
66A4A_n260G2G2-n260G2-n260G2-n260G2;66A;;;;;66A;256qam;260G;100;120;260G;100;120;260G;100;120;260G;100;120;;;;;;;;;;;;;260G;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
48D4C_n260A2A2-n260A2-n260A2-n260A2;48D;;;;;48C;256qam;260A;100;120;260A;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
13A2A_n260O2O2-n260O2-n260O2-n260O2;13A;;;;;13A;256qam;260O;100;120;260O;100;120;260O;100;120;260O;100;120;;;;;;;;;;;;;260O;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
13A2A_n260H2G2-n260H2-n260A2-n260A2;13A;;;;;13A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
13A2A_n260H2-n260H2-n260A2A2-n260A2;13A;;;;;13A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
13A2A_n260G2G2-n260G2-n260G2-n260G2;13A;;;;;13A;256qam;260G;100;120;260G;100;120;260G;100;120;260G;100;120;;;;;;;;;;;;;260G;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
5A2A_n260P2O-n260P2-n260A2-n260A2;5A;;;;;5A;256qam;260P;100;120;260P;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260O;256qam;2;;;;;2;2;2;2;;;;;1;1;;;
5A2A_n260P2A2-n260P2-n260A2-n260A2;5A;;;;;5A;256qam;260P;100;120;260P;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
5A2A_n260P2-n260P2-n260A2A2-n260A2;5A;;;;;5A;256qam;260P;100;120;260P;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
5A2A_n260O2O2-n260O2-n260O2-n260O2;5A;;;;;5A;256qam;260O;100;120;260O;100;120;260O;100;120;260O;100;120;;;;;;;;;;;;;260O;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
5A2A_n260H2G2-n260H2-n260A2-n260A2;5A;;;;;5A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
5A2A_n260H2-n260H2-n260A2A2-n260A2;5A;;;;;5A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
5A2A_n260G2G2-n260G2-n260G2-n260G2;5A;;;;;5A;256qam;260G;100;120;260G;100;120;260G;100;120;260G;100;120;;;;;;;;;;;;;260G;256qam;2;;;;;2;2;2;2;;;;;1;2;;;
4A4A_n260P2O-n260P2-n260A2-n260A2;4A;;;;;4A;256qam;260P;100;120;260P;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;;;;;1;1;;;
4A4A_n260P2A2-n260P2-n260A2-n260A2;4A;;;;;4A;256qam;260P;100;120;260P;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
4A4A_n260P2-n260P2-n260A2A2-n260A2;4A;;;;;4A;256qam;260P;100;120;260P;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
4A4A_n260O2O2-n260O2-n260O2-n260O2;4A;;;;;4A;256qam;260O;100;120;260O;100;120;260O;100;120;260O;100;120;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
4A4A_n260H2G2-n260H2-n260A2-n260A2;4A;;;;;4A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
4A4A_n260H2-n260H2-n260A2A2-n260A2;4A;;;;;4A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
4A4A_n260G2G2-n260G2-n260G2-n260G2;4A;;;;;4A;256qam;260G;100;120;260G;100;120;260G;100;120;260G;100;120;;;;;;;;;;;;;260G;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
2A4A_n260O2O2-n260O2-n260O2-n260O2;2A;;;;;2A;256qam;260O;100;120;260O;100;120;260O;100;120;260O;100;120;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
2A4A_n260H2G2-n260H2-n260A2-n260A2;2A;;;;;2A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260G;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
2A4A_n260H2-n260H2-n260A2A2-n260A2;2A;;;;;2A;256qam;260H;100;120;260H;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
2A4A_n260G2G2-n260G2-n260G2-n260G2;2A;;;;;2A;256qam;260G;100;120;260G;100;120;260G;100;120;260G;100;120;;;;;;;;;;;;;260G;256qam;4;;;;;2;2;2;2;;;;;1;2;;;
66A4A-66A4-13A2_n260G2G2-n260A2-n260A2;66A;66A;13A;;;66A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260G;256qam;4;4;2;;;2;2;2;;;;;;1;2;;;
66A4-66A4-13A2A_n260G2G2-n260A2-n260A2;66A;66A;13A;;;13A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260G;256qam;4;4;2;;;2;2;2;;;;;;1;2;;;
66A4A-66A4-13A2_n260G2-n260A2A2-n260A2;66A;66A;13A;;;66A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;4;4;2;;;2;2;2;;;;;;1;2;;;
66A4-66A4-13A2A_n260G2-n260A2A2-n260A2;66A;66A;13A;;;13A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;4;4;2;;;2;2;2;;;;;;1;2;;;
66A4A-13A2-2A4_n260G2G2-n260A2-n260A2;66A;13A;2A;;;66A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260G;256qam;4;2;4;;;2;2;2;;;;;;1;2;;;
66A4-13A2A-2A4_n260G2G2-n260A2-n260A2;66A;13A;2A;;;13A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260G;256qam;4;2;4;;;2;2;2;;;;;;1;2;;;
66A4-13A2-2A4A_n260G2G2-n260A2-n260A2;66A;13A;2A;;;2A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260G;256qam;4;2;4;;;2;2;2;;;;;;1;2;;;
66A4A-13A2-2A4_n260G2-n260A2A2-n260A2;66A;13A;2A;;;66A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;4;2;4;;;2;2;2;;;;;;1;2;;;
66A4-13A2A-2A4_n260G2-n260A2A2-n260A2;66A;13A;2A;;;13A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;4;2;4;;;2;2;2;;;;;;1;2;;;
66A4-13A2-2A4A_n260G2-n260A2A2-n260A2;66A;13A;2A;;;2A;256qam;260G;100;120;260A;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;4;2;4;;;2;2;2;;;;;;1;2;;;
66A4A_n260Q2O2-n260P2-n260A2;66A;;;;;66A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;;;;;;1;2;;;
66A4A_n260Q2-n260P2O2-n260A2;66A;;;;;66A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;;;;;;1;2;;;
66A4A_n260Q2-n260P2-n260A2A2;66A;;;;;66A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;;;;;;1;2;;;
13A2A_n260Q2O2-n260P2-n260A2;13A;;;;;13A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;2;;;;;2;2;2;;;;;;1;2;;;
13A2A_n260Q2-n260P2O2-n260A2;13A;;;;;13A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;2;;;;;2;2;2;;;;;;1;2;;;
13A2A_n260Q2-n260P2-n260A2A2;13A;;;;;13A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;2;;;;;2;2;2;;;;;;1;2;;;
5A2A_n260Q2O2-n260P2-n260A2;5A;;;;;5A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;2;;;;;2;2;2;;;;;;1;2;;;
5A2A_n260Q2-n260P2O2-n260A2;5A;;;;;5A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;2;;;;;2;2;2;;;;;;1;2;;;
5A2A_n260Q2-n260P2-n260A2A2;5A;;;;;5A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;2;;;;;2;2;2;;;;;;1;2;;;
4A4A_n260Q2O2-n260P2-n260A2;4A;;;;;4A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;;;;;;1;2;;;
4A4A_n260Q2-n260P2O2-n260A2;4A;;;;;4A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;;;;;;1;2;;;
4A4A_n260Q2-n260P2-n260A2A2;4A;;;;;4A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;;;;;;1;2;;;
2A4A_n260Q2O2-n260P2-n260A2;2A;;;;;2A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;;;;;;1;2;;;
2A4A_n260Q2-n260P2O2-n260A2;2A;;;;;2A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260O;256qam;4;;;;;2;2;2;;;;;;1;2;;;
2A4A_n260Q2-n260P2-n260A2A2;2A;;;;;2A;256qam;260Q;100;120;260P;100;120;260A;100;120;;;;;;;;;;;;;;;;260A;256qam;4;;;;;2;2;2;;;;;;1;2;;;
66A4A-66A2-13A2_n260H2G2-n260H2;66A;66A;13A;;;66A;256qam;260H;100;120;260H;100;120;;;;;;;;;;;;;;;;;;;260G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2A-66A4-13A2_n260H2G2-n260H2;66A;66A;13A;;;66A;256qam;260H;100;120;260H;100;120;;;;;;;;;;;;;;;;;;;260G;256qam;2;4;2;;;2;2;;;;;;;1;2;;;
66A4-66A2-13A2A_n260H2G2-n260H2;66A;66A;13A;;;13A;256qam;260H;100;120;260H;100;120;;;;;;;;;;;;;;;;;;;260G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A4A-66A4-13A2_n260H2G2-n260A2;66A;66A;13A;;;66A;256qam;260H;100;120;260A;100;120;;;;;;;;;;;;;;;;;;;260G;256qam;4;4;2;;;2;2;;;;;;;1;2;;;
66A4-66A4-13A2A_n260H2G2-n260A2;66A;66A;13A;;;13A;256qam;260H;100;120;260A;100;120;;;;;;;;;;;;;;;;;;;260G;256qam;4;4;2;;;2;2;;;;;;;1;2;;;
66A4A-66A4-13A2_n260H2-n260A2A2;66A;66A;13A;;;66A;256qam;260H;100;120;260A;100;120;;;;;;;;;;;;;;;;;;;260A;256qam;4;4;2;;;2;2;;;;;;;1;2;;;
66A4-66A4-13A2A_n260H2-n260A2A2;66A;66A;13A;;;13A;256qam;260H;100;120;260A;100;120;;;;;;;;;;;;;;;;;;;260A;256qam;4;4;2;;;2;2;;;;;;;1;2;;;
